500001,ALMIZCLE OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
500002,ARROYOS CRISTALINOS OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
500003,BERGAMOTA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
500004,BRISA MARINA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
500005,BENJUI OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
500006,CITRUS PUNCH OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
500007,CHOCOLATE OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
500008,CONFORT OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
500009,COCO OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000010,CLAVEL OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000011,CHISPAS DE FRESCURA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000012,CANELA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000013,CAFE OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000014,CITRONELA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000017,CHICLE OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000018,DURAZNO OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000019,EUCALIPTO OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000020,FRESA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000021,FRESCURA EXTREMA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000022,FLORAL OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000023,GERANEO OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000027,YLANG OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000030,JAZMIN OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000031,LIMON OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000032,LAVANDA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000033,MENTA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000035,MADERA OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000036,MANZANA VERDE OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
5000037,MANGO OLEOSOLUBLE,13,https://cotizar.jjquimienvases.com/items/imagenes/ea1.jpg,1,30,38,37
