78,"Nina Ricci ,  Ricci Ricci by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
79,"Diesel, Only the Brave by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
80,"Chanel ,  Egoiste Platinum by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
81,"Giorgio Armani, Armani Black Code by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
82,"Paco Rabanne,  Ultraviolet by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
83,"Montblanc, Femme Individuelle by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
84,"Lacoste, Lacoste Essential by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
85,"Calvin Klein,  Contradiction by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
86,"Nautica, Latidude/Longitude by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
87,"Bebe, mi bebe",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
88,"Paco Rabbane,  Black XS for Her by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
89,"Hugo Boss,  Hugo Dark Blue by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
90,"Hugo Boss,   Hugo Deep Red by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
91,"Bvlgari, Omnia GREEN JADE by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
92,"Cartier, Santos by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
93,"Christian Dior, JAdore by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
94,"Bvlgari, Omnia Amethyste by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
95,"Chanel,  Allure Homme by  ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
96,"Dolce & Gabbana , Light Blue pour homme by ",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
97,"Paco Rabanne,  Lady Million by",4,https://cotizar.jjquimienvases.com/items/imagenes/,18,1,39
